variable,value,record
nameparententity,"The ultimate controlling party is Mrs AJ Fleck, by virtue of her 75% shareholding and directorship",1
nameparententity,The ultimate controlling party is Mrs S Amanullah who owns 100% of issued share capital.  ,1
nameparententity,The ultimate controlling party is Ms G Howcroft.,1
nameparententity,The ultimate controlling party is Ms V H Cannon.,1
nameparententity,"The ultimate controlling party is Neal J Chumun, due to his 100% shareholding in the company.",1
nameparententity,"The ultimate controlling party is P Wright, the sole director and shareholder of the company.",1
nameparententity,"The ultimate controlling party is Pennar Holdings Ltd, being the parent company which holds 76% ofthe shareholding.Its registered office address is:Stephens And George Print GroupGoat Mill RoadDowlaisMerthyr TydfilMid GlamorganCF48 3TD",1
nameparententity,The ultimate controlling party is Pettorway Co Limited. ,1
nameparententity,The ultimate controlling party is Philip Hogg.,1
nameparententity,The ultimate controlling party is Phillip Jebb,1
nameparententity,The ultimate controlling party is R Glew.,1
nameparententity,The ultimate controlling party is R Philp (Director) by way of their 100% shareholding in the company.,1
nameparententity,The ultimate controlling party is Raslicia Robinson by virtue of the fact that she owns 100% of the ordinary share capital.,1
nameparententity,"The ultimate controlling party is S Bryant, shareholder and director.",1
nameparententity,"The ultimate controlling party is S Dods, shareholder and director.",1
nameparententity,The ultimate controlling party is Stephen Woolfe by virtue of him holding 40% of the issued share capital.,1
nameparententity,The ultimate controlling party is TP Partners Limited. The share capital of 24/7 Fitness (UK) Limited is wholly owned by TP Partners Limited.,1
nameparententity,The ultimate controlling party is TP Partners Limited. The share capital of 24/7 Fitness Kidderminster Ltd is wholly owned by TP Partners Limited.,1
nameparententity,The ultimate controlling party is TP Partners Limited. The share capital of 24/7 Fitness Ltd is wholly owned by TP Partners Limited.,1
nameparententity,The ultimate controlling party is TP Partners Limited. The share capital of 24/7 Fitness Norwich Ltd  is wholly owned by TP Partners Limited.,1
nameparententity,The ultimate controlling party is TP Partners Limited. The share capital of Halifax Fitness Ltd is wholly owned by TP Partners Limited.,1
nameparententity,"The ultimate controlling party is The Church Big Day Out (Company Number 6794709, Charity Number1127987) which holds all of the share capital.",1
nameparententity,The ultimate controlling party is The Dunedin Trust situated in the Isle of Man.,1
nameparententity,The ultimate controlling party is Z Whittington being the sole director and shareholder.,1
nameparententity,"The ultimate controlling party is a director, A E Sykes who controls the company's parent undertaking Richmond House Group Ltd.",1
nameparententity,The ultimate controlling party is considered to be Dr Galal Mehdi Grera by virtue of his controlling interest in the company.,1
nameparententity,The ultimate controlling party is considered to be Enemute Felicia Flinders by virtue of her controlling interest in the company.,1
nameparententity,The ultimate controlling party is considered to be John Wauchob as he controls 100% of the issued share capital.,1
nameparententity,The ultimate controlling party is considered to be Mr E Qayum by virtue of his controlling interest in the company.,1
nameparententity,The ultimate controlling party is considered to be Mr Nimesh Dave by reason of his shareholding in the company.,1
nameparententity,The ultimate controlling party is considered to be Mr nimesh dave by reason of his shareholding in the company.,1
nameparententity,The ultimate controlling party is deemed to be the directors of the company by virtue of a majority shareholding.,1
nameparententity,"The ultimate controlling party is the  director, H J V Charlton,  who owns more than half of the company's issued share capital.",1
nameparententity,The ultimate controlling party is the Director.,1
nameparententity,"The ultimate controlling party is the Estate of FC Wilde, by virtue of its ownership of 100% of the share capital.",1
nameparententity,The ultimate controlling party is the director A Temple by virtue of his ownership of 100% of the share capital.,1
nameparententity,The ultimate controlling party is the director H S Ap Owen who holds 100% of the issued share capital of the company.,1
nameparententity,The ultimate controlling party is the director PD Williams.,1
nameparententity,The ultimate controlling party is the director and sole shareholder Mr H Ismail.,1
nameparententity,The ultimate controlling party is the director and sole shareholder Mr S Master.,1
nameparententity,The ultimate controlling party is the director and sole shareholder Mr Salim Banglawala.,1
nameparententity,The ultimate controlling party is the director and sole shareholder Mr Syed Ubaid.,1
nameparententity,The ultimate controlling party is the director by virtue of her 100% holding in the issued share capital of the company. ,1
nameparententity,The ultimate controlling party is the director by virtue of his 100% ownership of the issued ordinary share capital in the Company.,1
nameparententity,The ultimate controlling party is the director by virtue of his shareholding.,1
nameparententity,"The ultimate controlling party is the director, B Weeden.",1
